shotID,arenaAdjustedShotDistance,arenaAdjustedXCord,arenaAdjustedXCordABS,arenaAdjustedYCord,arenaAdjustedYCordAbs,averageRestDifference,awayEmptyNet,awayPenalty1Length,awayPenalty1TimeLeft,awaySkatersOnIce,awayTeamCode,awayTeamGoals,defendingTeamAverageTimeOnIce,defendingTeamAverageTimeOnIceOfDefencemen,defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,defendingTeamAverageTimeOnIceOfForwards,defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff,defendingTeamAverageTimeOnIceSinceFaceoff,defendingTeamDefencemenOnIce,defendingTeamForwardsOnIce,defendingTeamMaxTimeOnIce,defendingTeamMaxTimeOnIceOfDefencemen,defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMaxTimeOnIceOfForwards,defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff,defendingTeamMaxTimeOnIceSinceFaceoff,defendingTeamMinTimeOnIce,defendingTeamMinTimeOnIceOfDefencemen,defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMinTimeOnIceOfForwards,defendingTeamMinTimeOnIceOfForwardsSinceFaceoff,defendingTeamMinTimeOnIceSinceFaceoff,distanceFromLastEvent,event,game_id,goal,goalieIdForShot,goalieNameForShot,homeEmptyNet,homePenalty1Length,homePenalty1TimeLeft,homeSkatersOnIce,homeTeamCode,homeTeamGoals,homeTeamWon,id,isHomeTeam,isPlayoffGame,lastEventCategory,lastEventShotAngle,lastEventShotDistance,lastEventTeam,lastEventxCord,lastEventxCord_adjusted,lastEventyCord,lastEventyCord_adjusted,location,offWing,period,playerNumThatDidEvent,playerNumThatDidLastEvent,playerPositionThatDidEvent,season,shooterLeftRight,shooterName,shooterPlayerId,shooterTimeOnIce,shooterTimeOnIceSinceFaceoff,shootingTeamAverageTimeOnIce,shootingTeamAverageTimeOnIceOfDefencemen,shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,shootingTeamAverageTimeOnIceOfForwards,shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff,shootingTeamAverageTimeOnIceSinceFaceoff,shootingTeamDefencemenOnIce,shootingTeamForwardsOnIce,shootingTeamMaxTimeOnIce,shootingTeamMaxTimeOnIceOfDefencemen,shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMaxTimeOnIceOfForwards,shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff,shootingTeamMaxTimeOnIceSinceFaceoff,shootingTeamMinTimeOnIce,shootingTeamMinTimeOnIceOfDefencemen,shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMinTimeOnIceOfForwards,shootingTeamMinTimeOnIceOfForwardsSinceFaceoff,shootingTeamMinTimeOnIceSinceFaceoff,shotAngle,shotAngleAdjusted,shotAnglePlusRebound,shotAnglePlusReboundSpeed,shotAngleReboundRoyalRoad,shotDistance,shotGeneratedRebound,shotGoalieFroze,shotOnEmptyNet,shotPlayContinuedInZone,shotPlayContinuedOutsideZone,shotPlayStopped,shotRebound,shotRush,shotType,shotWasOnGoal,speedFromLastEvent,team,teamCode,time,timeDifferenceSinceChange,timeSinceFaceoff,timeSinceLastEvent,timeUntilNextEvent,xCord,xCordAdjusted,xFroze,xGoal,xPlayContinuedInZone,xPlayContinuedOutsideZone,xPlayStopped,xRebound,xShotWasOnGoal,yCord,yCordAdjusted
121,36,-59,59,19,19,18.6,0,0,0,5,PIT,1,19,8.5,8.5,26,26,19,2,3,29,10,10,29,29,29,7,7,7,24,24,7,126.6688596,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,164,0,0,BLOCK,0,0,HOME,67,-67,6,-6,HOMEZONE,1,2,18,0,C,2025,L,Tommy Novak,8478438,29,29,37.6,30.5,30.5,42.33333333,42.33333333,37.6,2,3,68,43,43,68,68,68,18,18,18,29,29,18,-32.3474435,32.3474435,32.3474435,5.391240583,0,35.51056181,0,0,0,0,1,0,0,0,SNAP,1,21.11147661,AWAY,PIT,1963,11,132,6,17,-59,59,0.236901,0.0760841,0.316778,0.317395,0.0214643,0.0313778,0.80283,19,-19
122,32,75,75,29,29,-32.8,0,0,0,5,PIT,1,64.6,57.5,57.5,69.33333333,69.33333333,64.6,2,3,95,70,70,95,95,95,45,45,45,56,56,45,36.87817783,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,166,1,0,BLOCK,0,0,HOME,51,51,1,1,AWAYZONE,1,2,23,0,D,2025,R,Adam Fox,8479323,34,34,31.8,35.5,35.5,29.33333333,29.33333333,31.8,2,3,51,37,37,51,51,51,18,34,34,18,18,18,64.23067238,64.23067238,0,0,0,32.20248438,0,0,0,1,0,0,0,0,WRIST,1,3.687817783,HOME,NYR,1990,-27,159,10,4,75,75,0.141339,0.0182857,0.511285,0.26144,0.0217953,0.0458551,0.694019,29,29
123,45,-52,52,-25,25,0,0,0,0,5,PIT,1,66,81.5,25,55.66666667,25,25,2,3,83,83,25,65,25,25,38,80,25,38,25,25,17.2626765,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,172,0,0,FAC,0,0,AWAY,-69,69,-22,22,HOMEZONE,1,2,65,0,D,2025,R,Erik Karlsson,8474578,35,25,29.2,35.5,25,25,25,25,2,3,36,36,25,25,25,25,25,35,25,25,25,25,34.04593736,34.04593736,0,0,0,44.65422712,0,0,0,1,0,0,0,0,WRIST,0,0.69050706,AWAY,PIT,2036,0,25,25,3,-52,52,0.198647,0.0167257,0.428778,0.297223,0.0211944,0.0374319,0.706999,-25,25
124,6.708203933,-83,83,3,3,0,0,0,0,5,PIT,1,87,102.5,46,76.66666667,46,46,2,3,104,104,46,86,46,46,59,101,46,59,46,46,55.1724569,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,175,0,0,BLOCK,0,0,AWAY,-43,43,-35,35,HOMEZONE,1,2,41,0,R,2025,L,Ville Koivunen,8482758,46,46,50.2,56.5,46,46,46,46,2,3,57,57,46,46,46,46,46,56,46,46,46,46,-26.56505118,26.56505118,0,0,0,6.708203933,0,0,0,0,1,0,0,0,BACK,0,3.940889778,AWAY,PIT,2057,0,46,14,28,-83,83,0.157108,0.157289,0.342142,0.245983,0.0155925,0.0818856,0.925846,3,-3
125,34,-59,59,16,16,-16.2,0,0,0,5,PIT,1,39.8,75.5,46.5,16,16,28.2,2,3,132,132,74,17,17,74,15,19,19,15,15,15,27.29468813,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,176,0,0,MISS,-26.56505118,6.708203933,AWAY,-83,83,3,-3,HOMEZONE,1,2,19,41,C,2025,L,Connor Dewar,8480980,15,15,12,8,8,14.66666667,14.66666667,12,2,3,18,8,8,18,18,18,8,8,8,11,11,8,-28.07248694,28.07248694,1.507435759,0.053836991,0,34,0,0,0,0,1,0,0,0,SNAP,0,0.97481029,AWAY,PIT,2085,-7,74,28,39,-59,59,0.173422,0.058635,0.415993,0.293821,0.0221878,0.03594,0.728079,16,-16
126,24,73,73,18,18,-18.2,0,0,0,5,PIT,1,51,47,47,53.66666667,53.66666667,51,2,3,57,47,47,57,57,57,47,47,47,50,50,47,132.0151506,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,177,1,0,MISS,0,0,AWAY,-59,-59,16,16,AWAYZONE,1,2,10,19,L,2025,R,Artemi Panarin,8478550,56,56,32.8,42,42,26.66666667,26.66666667,32.8,2,3,58,58,58,56,56,58,3,26,26,3,3,3,48.36646066,48.36646066,0,0,0,24.08318916,0,0,0,1,0,0,0,0,WRIST,1,3.385003863,HOME,NYR,2124,-44,113,39,3,73,73,0.114583,0.0470287,0.409398,0.353599,0.0217062,0.0536846,0.725426,18,18
127,13,79,79,-9,9,-18.2,0,0,0,5,PIT,1,55,51,51,57.66666667,57.66666667,55,2,3,61,51,51,61,61,61,51,51,51,54,54,51,0,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,179,1,0,BLOCK,0,0,HOME,79,79,-9,-9,AWAYZONE,0,2,14,0,R,2025,R,Taylor Raddysh,8479390,25,25,36.8,46,46,30.66666667,30.66666667,36.8,2,3,62,62,62,60,60,62,7,30,30,7,7,7,-41.9872125,41.9872125,0,0,0,13.45362405,0,0,0,0,1,0,0,0,WRIST,0,0,HOME,NYR,2128,-44,117,1,18,79,79,0.266759,0.171722,0.260011,0.172889,0.0400933,0.0885256,0.822194,-9,-9
128,40,-70,70,-35,35,-7.4,0,0,0,5,PIT,1,38,44.5,44.5,33.66666667,33.66666667,38,2,3,93,86,86,93,93,93,3,3,3,3,3,3,130.9236419,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,182,1,0,BLOCK,0,0,HOME,40,-40,36,-36,HOMEZONE,0,2,43,0,L,2025,L,Conor Sheary,8477839,15,15,30.6,47,47,19.66666667,19.66666667,30.6,2,3,65,65,65,42,42,65,2,29,29,2,2,2,61.50436138,61.50436138,0,0,0,39.8246155,0,0,0,0,1,0,0,0,WRIST,1,14.54707132,HOME,NYR,2163,-1,152,9,5,-70,70,0.226713,0.0094636,0.407602,0.303159,0.0224909,0.0305718,0.757661,-35,35
129,54,52,52,39,39,0,0,0,0,5,PIT,1,34.4,59.5,10,17.66666667,10,10,2,3,101,101,10,20,10,10,15,18,10,15,10,10,67.47592163,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,186,1,0,BLOCK,0,0,HOME,60,60,-28,-28,AWAYZONE,0,2,50,0,L,2025,L,Will Cuylle,8482157,10,10,30.8,28.5,10,32.33333333,10,10,2,3,57,44,10,57,10,10,10,13,10,10,10,10,46.50743576,46.50743576,0,0,0,53.75872022,0,0,0,0,1,0,0,0,WRIST,0,7.497324626,HOME,NYR,2178,0,10,9,14,52,52,0.18791,0.00661104,0.493338,0.26186,0.0226168,0.027664,0.689703,39,39
130,24,70,70,-14,14,-38.6,0,0,0,5,PIT,1,51.8,65,65,43,43,51.8,2,3,77,77,77,59,59,77,19,53,53,19,19,19,31.144823,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,193,1,0,GIVE,0,0,AWAY,73,73,17,17,AWAYZONE,0,2,93,0,C,2025,R,Mika Zibanejad,8476459,7,7,13.2,5.5,5.5,18.33333333,18.33333333,13.2,2,3,43,7,7,43,43,43,4,4,4,5,5,4,-36.38435182,36.38435182,0,0,0,23.60084744,1,0,0,0,0,0,0,0,WRIST,1,10.38160767,HOME,NYR,2268,-15,100,3,1,70,70,0.172411,0.102117,0.38597,0.256239,0.0263525,0.0569109,0.733907,-14,-14
131,7.071067812,84,84,-5,5,-38.6,0,0,0,5,PIT,1,52.8,66,66,44,44,52.8,2,3,78,78,78,60,60,78,20,54,54,20,20,20,16.64331698,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,194,1,0,SHOT,-36.38435182,23.60084744,HOME,70,70,-14,-14,AWAYZONE,0,2,93,93,C,2025,R,Mika Zibanejad,8476459,8,8,14.2,6.5,6.5,19.33333333,19.33333333,14.2,2,3,44,8,8,44,44,44,5,5,5,6,6,5,-45,45,8.615648184,8.615648184,0,7.071067812,1,0,0,0,0,0,1,0,WRIST,0,16.64331698,HOME,NYR,2269,-15,101,1,2,84,84,0.381435,0.139897,0.244246,0.104358,0.034293,0.0957713,0.950194,-5,-5
132,21,83,83,-20,20,-38.6,0,0,0,5,PIT,1,54.8,68,68,46,46,54.8,2,3,80,80,80,62,62,80,22,56,56,22,22,22,15.03329638,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,195,1,0,MISS,-45,7.071067812,HOME,84,84,-5,-5,AWAYZONE,1,2,50,93,L,2025,L,Will Cuylle,8482157,8,8,16.2,8.5,8.5,21.33333333,21.33333333,16.2,2,3,46,10,10,46,46,46,7,7,7,8,8,7,-73.30075577,73.30075577,28.30075577,14.15037788,0,20.88061302,0,0,0,0,1,0,1,0,WRIST,1,7.516648189,HOME,NYR,2271,-15,103,2,18,83,83,0.24967,0.0583879,0.380456,0.203464,0.0409816,0.0670402,0.735213,-20,-20
133,41,49,49,8,8,1.4,0,0,0,5,PIT,1,19.8,15.5,15.5,22.66666667,22.66666667,19.8,2,3,36,17,17,36,36,36,14,14,14,15,15,14,133.5402561,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,198,1,0,BLOCK,0,0,AWAY,-84,-84,-4,-4,AWAYZONE,0,2,13,0,L,2025,L,Alexis Lafreniere,8482109,22,22,21.2,32,32,14,14,21.2,2,3,64,64,64,22,22,64,0,0,0,1,1,0,11.30993247,11.30993247,11.30993247,1.130993247,0,40.79215611,0,0,0,1,0,0,0,0,SNAP,1,13.35402561,HOME,NYR,2325,-14,157,10,10,49,49,0.196619,0.0370516,0.408792,0.301938,0.0228086,0.0327911,0.720842,8,8
134,37,58,58,-21,21,0,0,120,110,4,PIT,1,16.75,23.5,10,10,10,10,2,2,37,37,10,10,10,10,10,10,10,10,10,10,24.35159132,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,203,1,0,TAKE,0,0,HOME,81,81,-29,-29,AWAYZONE,0,2,10,0,L,2025,R,Artemi Panarin,8478550,39,10,18,10,10,20,10,10,1,4,39,10,10,39,10,10,10,10,10,10,10,10,-34.11447295,34.11447295,0,0,0,37.44329045,0,1,0,0,0,0,0,0,SLAP,1,2.705732369,HOME,NYR,2345,0,10,9,2,58,58,0.118506,0.0598896,0.499763,0.249006,0.0265711,0.0462639,0.69,-21,-21
135,33,63,63,21,21,0,0,120,79,4,PIT,1,47.75,54.5,29,41,29,29,2,2,68,68,29,41,29,29,41,41,29,41,29,29,42.43819035,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,207,1,0,GIVE,0,0,AWAY,98,98,-3,-3,AWAYZONE,1,2,93,0,C,2025,R,Mika Zibanejad,8476459,41,29,49,41,29,51,29,29,1,4,70,41,29,70,29,29,41,41,29,41,29,29,38.92754359,38.92754359,0,0,0,33.42154993,0,1,0,0,0,0,0,0,WRIST,1,3.264476181,HOME,NYR,2376,0,29,13,2,63,63,0.150062,0.0707564,0.494415,0.214853,0.0163172,0.0535956,0.721409,21,21
136,7.810249676,-84,84,6,6,0.6,0,0,0,5,PIT,1,22.8,29.33333333,12,13,13,12.4,3,2,65,65,13,13,13,13,10,10,10,13,13,10,18.43908891,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,217,1,0,BLOCK,0,0,HOME,-80,80,-12,12,AWAYZONE,0,3,14,0,R,2025,R,Taylor Raddysh,8479390,13,13,14.6,13,13,15.66666667,13,13,2,3,21,13,13,21,13,13,13,13,13,13,13,13,-50.19442891,50.19442891,0,0,0,7.810249676,0,0,0,1,0,0,0,0,TIP,1,2.634155559,HOME,NYR,2465,3,13,7,7,-84,84,0.118067,0.0959903,0.418438,0.278514,0.0237824,0.0652085,0.721246,6,-6
137,53,-36,36,6,6,0,0,0,0,5,PIT,1,14,20,2,10,2,2,2,3,30,30,2,10,2,2,10,10,2,10,2,2,36.67424164,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,225,1,0,FAC,0,0,HOME,-69,69,22,-22,AWAYZONE,0,3,10,0,L,2025,R,Artemi Panarin,8478550,10,2,12.8,17,2,10,2,2,2,3,24,24,2,10,2,2,10,10,2,10,2,2,-6.458816379,6.458816379,0,0,0,53.33854141,0,0,0,0,1,0,0,0,SLAP,0,18.33712082,HOME,NYR,2507,0,2,2,19,-36,36,0.367249,0.0367077,0.318934,0.202099,0.0259154,0.0490947,0.810619,6,-6
138,68,29,29,31,31,-17.4,0,0,0,5,PIT,1,31.6,31.5,31.5,31.66666667,29,30,2,3,69,35,35,69,61,61,11,28,28,11,11,11,94.81033699,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,228,0,0,BLOCK,0,0,HOME,-46,-46,-27,-27,HOMEZONE,0,3,5,0,D,2025,L,Ryan Shea,8478854,6,6,12.6,11,11,13.66666667,13.66666667,12.6,2,3,18,16,16,18,18,18,6,6,6,6,6,6,27.3238913,27.3238913,27.3238913,1.050918896,0,67.53517602,0,0,0,1,0,0,0,0,WRIST,0,3.646551423,AWAY,PIT,2566,-5,61,26,4,29,29,0.210645,0.00840866,0.424767,0.309691,0.02257,0.0239181,0.704007,31,31
139,31,82,82,-30,30,-17.4,0,0,0,5,PIT,1,35.6,35.5,35.5,35.66666667,33,34,2,3,73,39,39,73,65,65,15,32,32,15,15,15,80.8084154,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,229,0,0,MISS,27.3238913,67.53517602,AWAY,29,29,31,31,HOMEZONE,0,3,58,5,D,2025,R,Kris Letang,8471724,20,20,16.6,15,15,17.66666667,17.66666667,16.6,2,3,22,20,20,22,22,22,10,10,10,10,10,10,-76.86597769,76.86597769,104.189869,26.04746725,1,30.8058436,1,0,0,0,0,0,0,0,WRIST,1,20.20210385,AWAY,PIT,2570,-5,65,4,1,82,82,0.158231,0.0228213,0.445608,0.287335,0.0341778,0.0518267,0.702739,-30,-30
140,5.385164807,84,84,-2,2,-17.4,0,0,0,5,PIT,1,36.6,36.5,36.5,36.66666667,34,35,2,3,74,40,40,74,66,66,16,33,33,16,16,16,28.0713377,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,230,0,0,SHOT,-76.86597769,30.8058436,AWAY,82,82,-30,-30,HOMEZONE,0,3,16,58,R,2025,R,Justin Brazeau,8479638,22,22,17.6,16,16,18.66666667,18.66666667,17.6,2,3,23,21,21,23,23,23,11,11,11,11,11,11,-21.80140949,21.80140949,55.06456821,55.06456821,0,5.385164807,1,0,0,0,0,0,1,0,WRIST,1,28.0713377,AWAY,PIT,2571,-5,66,1,1,84,84,0.211158,0.450562,0.150197,0.0895092,0.0251556,0.0734182,0.97797,-2,-2
141,5.830951895,84,84,-3,3,-17.4,0,0,0,5,PIT,1,37.6,37.5,37.5,37.66666667,35,36,2,3,75,41,41,75,67,67,17,34,34,17,17,17,1,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,231,0,0,SHOT,-21.80140949,5.385164807,AWAY,84,84,-2,-2,HOMEZONE,0,3,16,16,R,2025,R,Justin Brazeau,8479638,23,23,18.6,17,17,19.66666667,19.66666667,18.6,2,3,24,22,22,24,24,24,12,12,12,12,12,12,-30.96375653,30.96375653,9.162347046,9.162347046,0,5.830951895,0,1,0,0,0,0,1,0,SNAP,1,1,AWAY,PIT,2572,-5,67,1,1,84,84,0.330278,0.215218,0.213847,0.115993,0.0360813,0.0885825,0.974724,-3,-3
142,21,76,76,-16,16,0,0,0,0,5,PIT,1,19,11,11,24.33333333,11,11,2,3,33,11,11,33,11,11,11,11,11,11,11,11,9.219544457,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,234,0,0,FAC,0,0,AWAY,69,69,-22,-22,HOMEZONE,1,3,39,0,R,2025,L,Anthony Mantha,8477511,24,11,30.6,29,11,31.66666667,11,11,2,3,36,34,11,36,11,11,24,24,11,24,11,11,-50.90614111,50.90614111,0,0,0,20.61552813,0,0,0,1,0,0,0,0,BACK,1,0.838140405,AWAY,PIT,2584,0,11,11,6,76,76,0.119304,0.017089,0.495266,0.307904,0.0159619,0.044475,0.654255,-16,-16
143,23,66,66,2,2,0,0,0,0,5,PIT,1,25,17,17,30.33333333,17,17,2,3,39,17,17,39,17,17,17,17,17,17,17,17,20.59126028,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,235,0,0,SHOT,-50.90614111,20.61552813,AWAY,76,76,-16,-16,HOMEZONE,0,3,39,39,R,2025,L,Anthony Mantha,8477511,30,17,36.6,35,17,37.66666667,17,17,2,3,42,40,17,42,17,17,30,30,17,30,17,17,4.969740728,4.969740728,55.87588184,9.312646974,1,23.08679276,0,0,0,1,0,0,0,0,WRIST,1,3.431876714,AWAY,PIT,2590,0,17,6,6,66,66,0.0868925,0.0723953,0.47334,0.282669,0.0171124,0.0675903,0.675906,2,2
144,68,27,27,-27,27,6.6,0,0,0,5,PIT,1,30.2,31.5,31.5,29.33333333,29.33333333,30.2,2,3,32,32,32,32,32,32,26,31,31,26,26,26,73.06161783,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,240,0,0,HIT,0,0,HOME,64,64,36,36,HOMEZONE,0,3,45,0,D,2025,,Harrison Brunicke,8484839,49,49,36.8,48.5,48.5,29,29,36.8,2,3,49,49,49,30,30,49,28,48,48,28,28,28,-23.53234856,23.53234856,0,0,0,67.62396025,0,0,0,1,0,0,0,0,SNAP,1,1.97463832,AWAY,PIT,2692,2,119,37,3,27,27,0.18382,0.011334,0.343746,0.418808,0.0216875,0.0206043,0.711993,-27,-27
145,71,27,27,-34,34,0,0,0,0,5,PIT,1,26,26,26,26,26,26,2,3,26,26,26,26,26,26,26,26,26,26,26,26,86.28441342,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,245,0,0,HIT,0,0,AWAY,73,73,39,39,HOMEZONE,0,3,16,0,R,2025,R,Justin Brazeau,8479638,26,26,26,26,26,26,26,26,2,3,26,26,26,26,26,26,26,26,26,26,26,26,-28.73979529,28.73979529,0,0,0,70.71067812,0,0,0,0,1,0,0,0,TIP,0,14.38073557,AWAY,PIT,2721,0,26,6,23,27,27,0.178535,0.0189348,0.424801,0.320683,0.0308062,0.0262394,0.766583,-34,-34
146,52,40,40,-16,16,-6.4,0,0,0,5,PIT,1,40.6,43,43,39,39,40.6,2,3,44,44,44,43,43,44,33,42,42,33,33,33,56.29387178,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,248,0,0,HIT,0,0,HOME,95,95,-4,-4,HOMEZONE,1,3,82,0,D,2025,L,Caleb Jones,8478452,31,31,34.2,32.5,32.5,35.33333333,35.33333333,34.2,2,3,38,34,34,38,38,38,31,31,31,31,31,31,-18.08344538,18.08344538,0,0,0,51.54609588,0,0,0,0,1,0,0,0,WRIST,1,8.041981683,AWAY,PIT,2781,-2,86,7,10,40,40,0.150875,0.0136993,0.477689,0.297476,0.018653,0.0416069,0.602278,-16,-16
147,22,74,74,16,16,-15,0,0,0,5,PIT,1,55.6,58,58,54,54,55.6,2,3,59,59,59,58,58,59,48,57,57,48,48,48,21.37755833,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,250,0,0,HIT,0,0,HOME,78,78,37,37,HOMEZONE,1,3,53,0,R,2025,R,Philip Tomasino,8481577,52,52,40.6,26,26,50.33333333,50.33333333,40.6,2,3,53,46,46,53,53,53,6,6,6,46,46,6,46.84761027,46.84761027,0,0,0,21.9317122,0,0,0,1,0,0,0,0,WRIST,1,4.275511665,AWAY,PIT,2796,-42,101,5,5,74,74,0.108783,0.0489126,0.460226,0.303462,0.0198459,0.0587703,0.699532,16,16
148,57,-33,33,-11,11,-14.2,0,0,0,5,PIT,1,32.6,23,23,39,39,32.6,2,3,40,40,40,40,40,40,6,6,6,38,38,6,96.84007435,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,255,1,0,GIVE,0,0,AWAY,60,-60,16,-16,AWAYZONE,1,3,93,0,C,2025,R,Mika Zibanejad,8476459,18,18,18.4,20,20,17.33333333,17.33333333,18.4,2,3,39,39,39,34,34,39,0,1,1,0,0,0,11.11304054,11.11304054,0,0,0,57.07013229,0,0,0,1,0,0,0,0,WRIST,1,19.36801487,HOME,NYR,2890,-6,195,5,3,-33,33,0.216229,0.0198232,0.405125,0.296897,0.0239161,0.0380095,0.681706,-11,11
149,17,74,74,8,8,0,0,0,0,5,PIT,1,21,21,21,21,21,21,2,3,21,21,21,21,21,21,21,21,21,21,21,21,30.23243292,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,262,0,0,HIT,0,0,AWAY,91,91,33,33,HOMEZONE,1,3,16,0,R,2025,R,Justin Brazeau,8479638,42,21,29.4,21,21,35,21,21,2,3,42,21,21,42,21,21,21,21,21,23,21,21,28.07248694,28.07248694,0,0,0,17,0,0,0,1,0,0,0,0,WRIST,0,15.11621646,AWAY,PIT,2942,0,21,2,10,74,74,0.160189,0.118669,0.36259,0.251595,0.0212713,0.0856859,0.832011,8,8
